Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
28,1.0,0.0,0.0,385.0,8.0,138.0,1146.0,0.1,75.50600000000003,0.0,0.0,226.98138976097107,,,,,,,,,,,,,,,,,,,,,34.92375015913045,21.799731999761708,70.8281078656635,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.0,0.0,0.0,432.0,9.0,47.0,1193.0,0.1,21.50900000000001,0.0,0.0,231.83984851837158,,,,,,,,,,,,,,,,,,,,,9.272652707240434,7.02015527717649,21.115394997359424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.0,0.0,0.0,473.0,10.0,41.0,1234.0,0.1,16.011000000000013,0.0,0.0,235.96627616882324,,,,,,,,,,,,,,,,,,,,,6.254187101062573,5.584148502470152,15.786134812346322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,0.0,515.0,11.0,42.0,1276.0,0.1,22.505000000000006,0.0,0.0,240.08223676681519,,,,,,,,,,,,,,,,,,,,,10.172300448005188,7.489314623845874,22.121985229657867,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,0.0,544.0,12.0,29.0,1305.0,0.1,12.506999999999996,0.0,0.0,243.2934331893921,,,,,,,,,,,,,,,,,,,,,5.347575397474031,4.468833542541605,12.376661259330657,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,0.0,589.0,13.0,45.0,1350.0,0.1,22.50900000000001,0.0,0.0,247.8807017803192,,,,,,,,,,,,,,,,,,,,,9.017117379773524,7.498831161818794,22.147502575558732,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,0.0,616.0,14.0,27.0,1377.0,0.1,10.506999999999996,0.0,0.0,250.6559317111969,,,,,,,,,,,,,,,,,,,,,4.220049328023866,3.6480649198238257,10.413876006279912,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,0.0,636.0,15.0,20.0,1397.0,0.1,7.006000000000002,0.0,0.0,252.77667760849,,,,,,,,,,,,,,,,,,,,,2.643840530185121,2.437156872060232,6.967050322991959,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,0.0,686.0,16.0,50.0,1447.0,0.1,24.512000000000015,0.0,0.0,257.76992535591125,,,,,,,,,,,,,,,,,,,,,9.552867846578527,8.1833345477777,24.082497520213984,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,0.0,721.0,17.0,35.0,1482.0,0.1,15.506999999999996,0.0,0.0,261.3047745227814,,,,,,,,,,,,,,,,,,,,,6.251438203524627,5.138645018483021,15.318821988030717,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,0.0,747.0,18.0,26.0,1508.0,0.1,11.505999999999997,0.0,0.0,264.1014759540558,,,,,,,,,,,,,,,,,,,,,4.744059005777219,3.8706723415408226,11.405453968332493,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
