Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
86,4.0,0.0,0.0,606.0,6.0,27.0,4353.0,0.1,26.0,0.0,0.0,1049.8268461227417,,,,,,,,,,,,,,,,,,,,,13.84238433687256,7.625103046564891,25.677585115550432,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,636.0,7.0,30.0,4383.0,0.1,29.0,0.0,0.0,1053.154969215393,,,,,,,,,,,,,,,,,,,,,15.31787652742198,8.472907872290017,28.597630367281543,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,680.0,8.0,44.0,4427.0,0.1,34.5,0.0,0.0,1057.59152841568,,,,,,,,,,,,,,,,,,,,,15.326160891323342,10.558228604689589,33.893401831042034,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,711.0,9.0,31.0,4458.0,0.1,20.5,0.0,0.0,1061.115606546402,,,,,,,,,,,,,,,,,,,,,9.14178182647663,6.018125509459812,20.257098703687898,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,743.0,10.0,32.0,4490.0,0.1,15.5,0.0,0.0,1064.4427518844604,,,,,,,,,,,,,,,,,,,,,8.149760683864216,4.518050553256626,15.269731852088672,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,827.0,11.0,84.0,4574.0,0.1,69.5,0.0,0.0,1073.0109713077545,,,,,,,,,,,,,,,,,,,,,34.47518244418808,18.505041119441426,66.73749292304137,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,971.0,12.0,144.0,4718.0,0.1,119.5,0.0,0.0,1087.2331953048706,,,,,,,,,,,,,,,,,,,,,60.27280075220405,32.95332627495864,111.04269103105375,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1218.0,13.0,247.0,4965.0,0.1,210.5,0.0,0.0,1110.885855436325,,,,,,,,,,,,,,,,,,,,,105.98459381345796,53.994196335960886,184.69100264235806,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1274.0,14.0,56.0,5021.0,0.1,46.5,0.0,0.0,1116.5928084850311,,,,,,,,,,,,,,,,,,,,,25.40859785056723,12.832608624506214,45.16740816929866,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1305.0,15.0,31.0,5052.0,0.1,30.0,0.0,0.0,1119.860550403595,,,,,,,,,,,,,,,,,,,,,15.808895468607638,8.754697911178457,29.56903273691426,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1415.0,16.0,110.0,5162.0,0.1,93.0,0.0,0.0,1131.1289658546448,,,,,,,,,,,,,,,,,,,,,45.472278740735014,26.890138231845068,88.17430978377692,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1495.0,17.0,80.0,5242.0,0.1,72.0,0.0,0.0,1139.0017294883728,,,,,,,,,,,,,,,,,,,,,37.0011412625847,19.80581633971989,69.17819591262256,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1629.0,18.0,134.0,5376.0,0.1,110.5,0.0,0.0,1152.1282742023468,,,,,,,,,,,,,,,,,,,,,59.48210459836131,30.126254194667986,102.73476477861209,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,1679.0,19.0,50.0,5426.0,0.1,40.5,0.0,0.0,1157.3848195075989,,,,,,,,,,,,,,,,,,,,,18.07484667917861,12.393442033871075,39.67556912872939,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,1707.0,20.0,28.0,5454.0,0.1,26.5,0.0,0.0,1160.3740470409393,,,,,,,,,,,,,,,,,,,,,14.28111186494513,7.828131337766283,26.152407530434886,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,130.0,1.0,130.0,5584.0,0.1,108.5,0.0,0.0,1450.9723732471466,,,,,,,,,,,,,,,,,,,,,51.596459926001636,28.67508506212539,101.99635091509909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,160.0,2.0,30.0,5614.0,0.1,28.0,0.0,0.0,1454.0432856082916,,,,,,,,,,,,,,,,,,,,,15.234609844088647,8.347508327695657,27.598130367281545,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,244.0,3.0,84.0,5698.0,0.1,67.5,0.0,0.0,1462.2476398944855,,,,,,,,,,,,,,,,,,,,,31.988406987804417,17.58797746381969,64.94279445914827,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,375.0,4.0,131.0,5829.0,0.1,104.0,0.0,0.0,1475.2337369918823,,,,,,,,,,,,,,,,,,,,,52.692833244859564,31.375662970517155,97.29172500320482,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,423.0,5.0,48.0,5877.0,0.1,47.0,0.0,0.0,1480.1450560092926,,,,,,,,,,,,,,,,,,,,,24.099707979465922,13.491391801161228,45.935038158264014,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,462.0,6.0,39.0,5916.0,0.1,38.0,0.0,0.0,1484.0429089069366,,,,,,,,,,,,,,,,,,,,,19.7233522003029,10.995771924105629,37.305362684193895,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,541.0,7.0,79.0,5995.0,0.1,46.0,0.0,0.0,1491.889509677887,,,,,,,,,,,,,,,,,,,,,22.19676284688571,12.765302017349816,44.335081563140776,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,827.0,8.0,286.0,6281.0,0.1,249.0,0.0,0.0,1520.0777080059052,,,,,,,,,,,,,,,,,,,,,115.68331961511575,63.309296084307924,216.34704833970804,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,970.0,9.0,143.0,6424.0,0.1,124.5,0.0,0.0,1534.300050497055,,,,,,,,,,,,,,,,,,,,,57.87451107406173,33.393780612822276,116.45674194355435,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,991.0,10.0,21.0,6445.0,0.1,10.0,0.0,0.0,1536.540450811386,,,,,,,,,,,,,,,,,,,,,5.439697350962923,2.9585156135227657,9.905567585232658,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1226.0,11.0,235.0,6680.0,0.1,202.0,0.0,0.0,1559.62775015831,,,,,,,,,,,,,,,,,,,,,96.94510887367763,50.946546697447374,179.5768735849823,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1474.0,12.0,248.0,6928.0,0.1,196.0,0.0,0.0,1583.8072681427002,,,,,,,,,,,,,,,,,,,,,95.02729811215458,49.75119495556304,172.77861451860855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1515.0,13.0,41.0,6969.0,0.1,37.0,0.0,0.0,1588.0241310596466,,,,,,,,,,,,,,,,,,,,,20.296890771070327,10.98775781828543,36.2402717816777,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1718.0,14.0,203.0,7172.0,0.1,175.5,0.0,0.0,1607.7906177043915,,,,,,,,,,,,,,,,,,,,,85.69774525996057,48.72548739580315,158.42003937093054,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1795.0,15.0,77.0,7249.0,0.1,76.0,0.0,0.0,1615.4583551883698,,,,,,,,,,,,,,,,,,,,,38.017267118739724,21.36884624992195,73.21903528338855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2035.0,16.0,240.0,7489.0,0.1,214.0,0.0,0.0,1638.854663848877,,,,,,,,,,,,,,,,,,,,,94.58107467892627,56.7385965257147,191.683717828998,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2246.0,17.0,211.0,7700.0,0.1,158.5,0.0,0.0,1659.3363254070282,,,,,,,,,,,,,,,,,,,,,78.93511753723831,44.72247558153043,142.12880568220157,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2462.0,18.0,216.0,7916.0,0.1,159.0,0.0,0.0,1680.7559683322906,,,,,,,,,,,,,,,,,,,,,71.39403590687192,42.73555909171924,143.86647733230305,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2767.0,19.0,305.0,8221.0,0.1,282.0,0.0,0.0,1710.8945424556732,,,,,,,,,,,,,,,,,,,,,129.99152007181388,68.16003762858521,242.83801957923572,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2915.0,20.0,148.0,8369.0,0.1,122.0,0.0,0.0,1725.1669330596924,,,,,,,,,,,,,,,,,,,,,57.38655096645242,31.666190250493433,113.73414501284577,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,157.0,1.0,157.0,8526.0,0.1,128.5,0.0,0.0,2217.270764350891,,,,,,,,,,,,,,,,,,,,,63.20493412040497,37.06417396766504,118.81433519915959,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,298.0,2.0,141.0,8667.0,0.1,116.0,0.0,0.0,2231.3383328914642,,,,,,,,,,,,,,,,,,,,,56.50517574017264,34.10801684216081,108.24916029205949,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,405.0,3.0,107.0,8774.0,0.1,96.0,0.0,0.0,2241.8535220623016,,,,,,,,,,,,,,,,,,,,,50.200610846325056,27.33627305209568,90.81006395729388,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,512.0,4.0,107.0,8881.0,0.1,78.5,0.0,0.0,2252.538628578186,,,,,,,,,,,,,,,,,,,,,39.718428018140656,22.350796497992487,74.39885150621987,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,600.0,5.0,88.0,8969.0,0.1,69.0,0.0,0.0,2261.222149848938,,,,,,,,,,,,,,,,,,,,,32.02777743769315,19.321080645710634,66.31411750637825,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,684.0,6.0,84.0,9053.0,0.1,63.0,0.0,0.0,2269.6292457580566,,,,,,,,,,,,,,,,,,,,,32.94646484916749,18.773422552730157,60.35314288529764,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,745.0,7.0,61.0,9114.0,0.1,51.5,0.0,0.0,2275.838649749756,,,,,,,,,,,,,,,,,,,,,23.177780461680157,15.670357935448346,50.18647816168272,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,1069.0,8.0,324.0,9438.0,0.1,278.5,0.0,0.0,2307.492377758026,,,,,,,,,,,,,,,,,,,,,121.36467205165994,68.44800548518133,239.6569204392203,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1244.0,9.0,175.0,9613.0,0.1,169.0,0.0,0.0,2324.642220020294,,,,,,,,,,,,,,,,,,,,,81.56802341160882,44.851161007762016,155.0355118912392,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1265.0,10.0,21.0,9634.0,0.1,10.0,0.0,0.0,2327.1361248493195,,,,,,,,,,,,,,,,,,,,,5.439697350962923,2.9585156135227657,9.905567585232658,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1600.0,11.0,335.0,9969.0,0.1,294.5,0.0,0.0,2359.3935430049896,,,,,,,,,,,,,,,,,,,,,132.7490397960571,69.89622909929881,250.52988090024058,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1897.0,12.0,297.0,10266.0,0.1,282.5,0.0,0.0,2387.9235079288483,,,,,,,,,,,,,,,,,,,,,126.85630655557686,72.00723359332852,245.31405975845098,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,2136.0,13.0,239.0,10505.0,0.1,211.0,0.0,0.0,2411.4862928390503,,,,,,,,,,,,,,,,,,,,,96.88855441422388,55.34282967803492,188.2198870492121,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,2173.0,14.0,37.0,10542.0,0.1,28.5,0.0,0.0,2415.3739190101624,,,,,,,,,,,,,,,,,,,,,16.730899731914686,8.177071796072914,27.93680237787252,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,2357.0,15.0,184.0,10726.0,0.1,161.5,0.0,0.0,2433.4000363349915,,,,,,,,,,,,,,,,,,,,,75.4054605672382,44.844651720735875,147.92108951356585,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,2588.0,16.0,231.0,10957.0,0.1,227.0,0.0,0.0,2455.8153972625732,,,,,,,,,,,,,,,,,,,,,106.46488506039861,58.34690068845402,202.81203280462464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,2764.0,17.0,176.0,11133.0,0.1,122.5,0.0,0.0,2473.0131499767303,,,,,,,,,,,,,,,,,,,,,63.05931294929526,33.6142280508006,111.62469869361263,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2974.0,18.0,210.0,11343.0,0.1,159.0,0.0,0.0,2493.6669776439667,,,,,,,,,,,,,,,,,,,,,80.24197756766755,43.154667233451114,142.43391009707398,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,3221.0,19.0,247.0,11590.0,0.1,234.0,0.0,0.0,2517.7781450748444,,,,,,,,,,,,,,,,,,,,,106.3032989299963,61.526229235959526,208.15919539588754,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,3360.0,20.0,139.0,11729.0,0.1,128.0,0.0,0.0,2531.6299061775208,,,,,,,,,,,,,,,,,,,,,60.62353810440817,35.55516879637202,119.8128340587708,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,63.0,1.0,63.0,11792.0,0.1,52.0,0.0,0.0,3081.4172501564026,,,,,,,,,,,,,,,,,,,,,23.713886098453216,16.033611655778415,50.607188946501516,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,384.0,2.0,321.0,12113.0,0.1,235.5,0.0,0.0,3113.164402484894,,,,,,,,,,,,,,,,,,,,,112.94641534538216,54.80800178945752,199.64328760605682,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,515.0,3.0,131.0,12244.0,0.1,107.5,0.0,0.0,3125.8706550598145,,,,,,,,,,,,,,,,,,,,,48.24737766058721,29.3420285600663,101.3822566575215,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,601.0,4.0,86.0,12330.0,0.1,45.0,0.0,0.0,3134.497454404831,,,,,,,,,,,,,,,,,,,,,21.544978627641754,12.479435340701139,43.23355571589891,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,918.0,5.0,317.0,12647.0,0.1,260.0,0.0,0.0,3165.435584306717,,,,,,,,,,,,,,,,,,,,,124.40483905805375,64.53149049322614,221.00545592499103,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,1000.0,6.0,82.0,12729.0,0.1,57.5,0.0,0.0,3174.065108537674,,,,,,,,,,,,,,,,,,,,,26.997761587569467,16.021155272781332,55.39692199689111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,1072.0,7.0,72.0,12801.0,0.1,46.0,0.0,0.0,3181.552795648575,,,,,,,,,,,,,,,,,,,,,23.674775507333713,13.216508920705415,44.38414005945082,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1193.0,8.0,121.0,12922.0,0.1,104.5,0.0,0.0,3193.545474052429,,,,,,,,,,,,,,,,,,,,,54.498548488512114,29.43292369837905,98.10178109329556,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1521.0,9.0,328.0,13250.0,0.1,288.5,0.0,0.0,3225.979603767395,,,,,,,,,,,,,,,,,,,,,126.60846026855162,70.8108560181564,247.4671117883801,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1850.0,10.0,329.0,13579.0,0.1,257.5,0.0,0.0,3258.616248846054,,,,,,,,,,,,,,,,,,,,,120.942010387799,65.76546938127206,218.14615274174506,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2018.0,11.0,168.0,13747.0,0.1,103.0,0.0,0.0,3275.120316028595,,,,,,,,,,,,,,,,,,,,,46.41677585274914,27.072586195471988,95.39267160728116,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2174.0,12.0,156.0,13903.0,0.1,134.0,0.0,0.0,3290.362083673477,,,,,,,,,,,,,,,,,,,,,58.55614914290281,39.07442366822855,125.11534631098289,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2218.0,13.0,44.0,13947.0,0.1,42.5,0.0,0.0,3295.0176322460175,,,,,,,,,,,,,,,,,,,,,22.1240745645658,12.331983495561524,41.609718546533635,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2554.0,14.0,336.0,14283.0,0.1,310.5,0.0,0.0,3327.2103838920593,,,,,,,,,,,,,,,,,,,,,147.78956589373848,78.23716002710795,261.3651748442175,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2820.0,15.0,266.0,14549.0,0.1,226.5,0.0,0.0,3353.7398397922516,,,,,,,,,,,,,,,,,,,,,105.8100780954042,59.78922508116201,198.7518241230446,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2866.0,16.0,46.0,14595.0,0.1,37.5,0.0,0.0,3358.381568670273,,,,,,,,,,,,,,,,,,,,,16.891713057204687,11.533858807107945,36.796537477786686,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,3105.0,17.0,239.0,14834.0,0.1,208.0,0.0,0.0,3381.555385351181,,,,,,,,,,,,,,,,,,,,,98.54618305672349,53.43970138064649,184.81691125504204,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,3288.0,18.0,183.0,15017.0,0.1,174.0,0.0,0.0,3399.742901802063,,,,,,,,,,,,,,,,,,,,,83.25453205463384,46.46078036192454,159.08242640438453,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,3494.0,19.0,206.0,15223.0,0.1,163.5,0.0,0.0,3419.6137244701385,,,,,,,,,,,,,,,,,,,,,73.4441580207536,42.17430989401034,148.66769016035542,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,3824.0,20.0,330.0,15553.0,0.1,279.5,0.0,0.0,3451.945288658142,,,,,,,,,,,,,,,,,,,,,125.26504459779267,68.23828741388488,238.63957579474206,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,161.0,1.0,161.0,15714.0,0.1,128.0,0.0,0.0,4085.542335987091,,,,,,,,,,,,,,,,,,,,,57.02673865063294,34.041254748547225,119.05668939935744,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,495.0,2.0,334.0,16048.0,0.1,268.0,0.0,0.0,4117.975249290466,,,,,,,,,,,,,,,,,,,,,124.61352318065425,66.93606473378381,226.8325214680762,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,616.0,3.0,121.0,16169.0,0.1,119.5,0.0,0.0,4129.943454027176,,,,,,,,,,,,,,,,,,,,,58.606141124626205,32.8523439155563,112.63381191393621,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,723.0,4.0,107.0,16276.0,0.1,69.0,0.0,0.0,4140.80953502655,,,,,,,,,,,,,,,,,,,,,35.92637120193281,19.409763435769975,65.28638576654053,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,1056.0,5.0,333.0,16609.0,0.1,298.5,0.0,0.0,4174.028025150299,,,,,,,,,,,,,,,,,,,,,139.04429710794932,74.47500232817318,252.7034031659818,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,1143.0,6.0,87.0,16696.0,0.1,71.0,0.0,0.0,4182.678964853287,,,,,,,,,,,,,,,,,,,,,33.45838171625551,20.4362377055136,68.22550357232686,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,1176.0,7.0,33.0,16729.0,0.1,32.0,0.0,0.0,4186.050881385803,,,,,,,,,,,,,,,,,,,,,16.78976057828917,9.317126906496059,31.508924240473167,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,1504.0,8.0,328.0,17057.0,0.1,265.0,0.0,0.0,4217.981311559677,,,,,,,,,,,,,,,,,,,,,117.24781455147482,63.41093659088856,226.99648279622596,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,1537.0,9.0,33.0,17090.0,0.1,24.0,0.0,0.0,4221.420158624649,,,,,,,,,,,,,,,,,,,,,11.13539278210947,7.536371928904698,23.679868094511313,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,1557.0,10.0,20.0,17110.0,0.1,9.5,0.0,0.0,4223.636696815491,,,,,,,,,,,,,,,,,,,,,5.191899117628699,2.815222342113816,9.41498256780046,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,1898.0,11.0,341.0,17451.0,0.1,309.0,0.0,0.0,4256.75315284729,,,,,,,,,,,,,,,,,,,,,139.5320320773167,74.4720986716403,261.94320152147645,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,2211.0,12.0,313.0,17764.0,0.1,257.5,0.0,0.0,4287.399451494217,,,,,,,,,,,,,,,,,,,,,117.36778980651086,66.80761539884669,221.2060727299495,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,2379.0,13.0,168.0,17932.0,0.1,120.0,0.0,0.0,4303.8323810100555,,,,,,,,,,,,,,,,,,,,,61.85735486300479,34.01774120771751,109.82750957465498,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,2705.0,14.0,326.0,18258.0,0.1,277.5,0.0,0.0,4335.200037479401,,,,,,,,,,,,,,,,,,,,,126.96428838743786,69.9984831910829,236.5825705442132,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,2942.0,15.0,237.0,18495.0,0.1,200.5,0.0,0.0,4358.833679199219,,,,,,,,,,,,,,,,,,,,,89.58606786808488,54.41957224381414,179.6271766413701,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,3184.0,16.0,242.0,18737.0,0.1,200.0,0.0,0.0,4382.335854291916,,,,,,,,,,,,,,,,,,,,,83.96425706822579,55.09271376128626,180.0405508506399,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,3375.0,17.0,191.0,18928.0,0.1,171.5,0.0,0.0,4400.99191069603,,,,,,,,,,,,,,,,,,,,,82.81740225536534,45.67752091324033,155.9937075906992,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,3598.0,18.0,223.0,19151.0,0.1,187.0,0.0,0.0,4422.729266405106,,,,,,,,,,,,,,,,,,,,,85.5776551828173,50.940914977440706,168.2525196810743,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,3922.0,19.0,324.0,19475.0,0.1,280.0,0.0,0.0,4454.041136741638,,,,,,,,,,,,,,,,,,,,,131.0156332836326,67.57234167986911,238.0267502899327,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
